Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,"N Patel, B Srinivasan, R Srinivasan","Simulation and analysis of power systems using non-intrusive appliance load monitoring",2016,"","repository.iitgn.ac.in","http://repository.iitgn.ac.in/handle/123456789/2363","",307,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,4
0,"DW Therrien","Signal Processor for a Power System Non-Intrusive Load Monitoring System",2009,"","diginole.lib.fsu.edu","https://diginole.lib.fsu.edu/islandora/object/fsu%3A176103/","",431,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,11
28,"JS Ramsey Jr","Shipboard applications of non-intrusive load monitoring",2004,"","apps.dtic.mil","https://apps.dtic.mil/docs/citations/ADA425750","https://scholar.google.com/scholar?cites=12434345661627537427&as_sdt=2005&sciodt=0,5&hl=en",41,"2020-01-11 17:36:20","","","","",,,,,28,1.75,28,1,16
16,"GR Mitchell, RW Cox, J Paris, ...","Shipboard Fluid System Diagnostic Indicators Using Non‐Intrusive Load Monitoring",2007,"Naval Engineers …","ingentaconnect.com","https://www.ingentaconnect.com/content/asne/nej/2007/00000119/00000002/art00023","https://scholar.google.com/scholar?cites=16133835969889329496&as_sdt=2005&sciodt=0,5&hl=en",61,"2020-01-11 17:36:20","","","","",,,,,16,1.23,4,4,13
4,"PA Lindahl, DH Green, G Bredariol, ...","Shipboard Fault Detection Through Nonintrusive Load Monitoring: A Case Study",2018,"IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8456555/","https://scholar.google.com/scholar?cites=10749854941867308573&as_sdt=2005&sciodt=0,5&hl=en",69,"2020-01-11 17:36:20","","","","",,,,,4,2.00,1,4,2
2,"KS Barsim, B Yang","Sequential Clustering-Based Event Detection for Non-Intrusive Load Monitoring",2016,"Computer Science & Information Technology","researchgate.net","https://www.researchgate.net/profile/Karim_Said_Barsim/publication/290929106_Sequential_Clustering-Based_Event_Detection_for_Non-Intrusive_Load_Monitoring/links/569caa2808aeeea985a6d3d7/Sequential-Clustering-Based-Event-Detection-for-Non-Intrusive-Load-Monitoring.pdf","https://scholar.google.com/scholar?cites=10450046581743133418&as_sdt=2005&sciodt=0,5&hl=en",252,"2020-01-11 17:36:20","PDF","","","",,,,,2,0.50,1,2,4
53,"C Zhang, M Zhong, Z Wang, N Goddard, ...","Sequence-to-point learning with neural networks for non-intrusive load monitoring",2018,"Thirty-Second AAAI …","aaai.org","https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/viewPaper/16623","https://scholar.google.com/scholar?cites=5725488679708623610&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-01-11 17:36:20","","","","",,,,,53,26.50,11,5,2
4,"B Zhao, L Stankovic","Senior Member. On a Training-Less Solution for Non-Intrusive Appliance Load Monitoring Using Graph Signal Processing",2016,"IEEE Transactions on Smart Grid","","","https://scholar.google.com/scholar?cites=4538793858766478698&as_sdt=2005&sciodt=0,5&hl=en",500,"2020-01-11 17:36:20","CITATION","","","",,,,,4,1.00,2,2,4
2,"M Zeifman","Senior Member IEEE, and Kurt Roth. Nonintrusive Appliance Load Monitoring: Review and Outlook",2011,"IEEE Transactions on Consumer Electronics","","","https://scholar.google.com/scholar?cites=10363489093572402866&as_sdt=2005&sciodt=0,5&hl=en",116,"2020-01-11 17:36:20","CITATION","","","",,,,,2,0.22,2,1,9
13,"L Pereira, NJ Nunes","Semi-automatic labeling for public non-intrusive load monitoring datasets",2015,"2015 Sustainable Internet and ICT for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7101378/","https://scholar.google.com/scholar?cites=2997732528970127701&as_sdt=2005&sciodt=0,5&hl=en",80,"2020-01-11 17:36:20","","","","",,,,,13,2.60,7,2,5
0,"Y Yang, J Zhong, W Li, TA Gulliver, ...","Semi-Supervised Multi-Label Deep Learning based Non-intrusive Load Monitoring in Smart Grids",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8911216/","",433,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
3,"B Völker, PM Scholl, B Becker","Semi-Automatic Generation and Labeling of Training Data for Non-intrusive Load Monitoring",2019,"Proceedings of the Tenth ACM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3328295","https://scholar.google.com/scholar?cites=16407575610802041125&as_sdt=2005&sciodt=0,5&hl=en",406,"2020-01-11 17:36:20","","","","",,,,,3,3.00,1,3,1
0,"K Chen, Y Zhang, Q Wang, J Hu, ...","Scale-and Context-Aware Convolutional Non-intrusive Load Monitoring",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8897031/","",382,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
19,"J Paris, Z Remscrim, KP Douglas, SB Leeb, RW Cox, ...","Scalability of non-intrusive load monitoring for shipboard applications",2009,"","repository.library.noaa.gov","https://repository.library.noaa.gov/view/noaa/9719/noaa_9719_DS1.pdf","https://scholar.google.com/scholar?cites=11909750475263408103&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-01-11 17:36:20","PDF","","","",,,,,19,1.73,3,6,11
7,"L Pereira, N Nunes, M Bergés","SURF and SURF-PI: a file format and API for non-intrusive load monitoring public datasets",2014,"… of the 5th international conference on …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2602078","https://scholar.google.com/scholar?cites=3080263379547747287&as_sdt=2005&sciodt=0,5&hl=en",120,"2020-01-11 17:36:20","","","","",,,,,7,1.17,2,3,6
7,"S Welikala, C Dinesh, RI Godaliyadda, ...","Robust non-intrusive load monitoring (nilm) with unknown loads",2016,"… on information and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7946569/","https://scholar.google.com/scholar?cites=11033300523549798152&as_sdt=2005&sciodt=0,5&hl=en",148,"2020-01-11 17:36:20","","","","",,,,,7,1.75,2,4,4
43,"Y Jin, E Tebekaemi, M Berges, ...","Robust adaptive event detection in non-intrusive load monitoring for energy aware smart facilities",2011,"2011 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5947314/","https://scholar.google.com/scholar?cites=17757470661539301736&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-01-11 17:36:20","","","","",,,,,43,4.78,11,4,9
1,"M Gupta, A Majumdar","Robust Supervised Sparse Coding for Non-Intrusive Load Monitoring",2018,"2018 International Joint Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8489131/","https://scholar.google.com/scholar?cites=6043527382764871868&as_sdt=2005&sciodt=0,5&hl=en",365,"2020-01-11 17:36:20","","","","",,,,,1,0.50,1,2,2
3,"K Roth","Review of techniques for non-intrusive electrical load monitoring",2010,"Seminar, 13-Aug-2010","","","https://scholar.google.com/scholar?cites=11870990023270321262&as_sdt=2005&sciodt=0,5&hl=en",521,"2020-01-11 17:36:20","CITATION","","","",,,,,3,0.30,3,1,10
5,"W Dan, HX Li, YS Ce","Review of Non-intrusive Load Appliance Monitoring",2018,"2018 IEEE 3rd Advanced Information …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8577910/","https://scholar.google.com/scholar?cites=2797991292508433903&as_sdt=2005&sciodt=0,5&hl=en",326,"2020-01-11 17:36:20","","","","",,,,,5,2.50,2,3,2
6,"D Li, S Dick","Residential household non-intrusive load monitoring via graph-based multi-label semi-supervised learning",2018,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8437176/","https://scholar.google.com/scholar?cites=9389260948462973211&as_sdt=2005&sciodt=0,5&hl=en",184,"2020-01-11 17:36:20","","","","",,,,,6,3.00,3,2,2
0,"D Li","Residential Household Non-Intrusive Load Monitoring Using Multi-Label Classification Methods",2018,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/8d1f9e80-df86-4125-9bd8-bf1723aca3c6","",436,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,2
0,"W Jiang, B Zeng, Z Yang, G Li","Resident Load Influence Analysis Method for Price Based on Non-intrusive Load Monitoring and Decomposition Data",2018,"IOP Conference Series: Earth …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1755-1315/108/5/052047/meta","",378,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,2
0,"C Lin, Y Xie","Research on Events Recognition from Data Stream in Non-intrusive Load Monitoring",2013,"Proceedings of the 2013 International Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.5555/2550268.2550287","",329,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,2,7
0,"S DING, X WANG, J YONG, M LIU","Research on Event-based Non-Intrusive Load Monitoring Method",2017,"Building Electricity","en.cnki.com.cn","http://en.cnki.com.cn/Article_en/CJFDTotal-JZDP201707016.htm","",493,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,3
3,"H Rafiq, H Zhang, H Li, ...","Regularized LSTM Based Deep Learning Model: First Step towards Real-Time Non-Intrusive Load Monitoring",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8499519/","https://scholar.google.com/scholar?cites=9617890147753061163&as_sdt=2005&sciodt=0,5&hl=en",229,"2020-01-11 17:36:20","","","","",,,,,3,1.50,1,4,2
81,"YF Wong, YA Şekercioğlu, ...","Recent approaches to non-intrusive load monitoring techniques in residential settings",2013,"… Applications in Smart …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6611501/","https://scholar.google.com/scholar?cites=6544946383214654180&as_sdt=2005&sciodt=0,5&hl=en",9,"2020-01-11 17:36:20","","","","",,,,,81,11.57,27,3,7
5,"I Abubakar, SN Khalid, MW Mustafa, ...","Recent approaches and applications of non-intrusive load monitoring",2016,"ARPN Journal of …","arpnjournals.org","http://www.arpnjournals.org/jeas/research_papers/rp_2016/jeas_0416_3998.pdf","https://scholar.google.com/scholar?cites=10871158776042020964&as_sdt=2005&sciodt=0,5&hl=en",174,"2020-01-11 17:36:20","PDF","","","",,,,,5,1.25,1,4,4
0,"AA SUNDHU","Real-time non-intrusive load monitoring enhanced with user feedback",2019,"","politesi.polimi.it","https://www.politesi.polimi.it/handle/10589/150552","",498,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,1
0,"YS Liyanage, S Welikala, C Dinesh, ...","Real-time non-intrusive appliance load monitoring under supply voltage fluctuations",2017,"… on Advances in ICT …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8257804/","",383,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,3
1,"LSM Saif, Y Soo, KC Lim, ZM Yussof, ...","Real-Time Appliances Recognition for Non-Intrusive Load Monitoring Using Convolutional Neural Networks",2018,"Journal of …","journal.utem.edu.my","http://journal.utem.edu.my/index.php/jtec/article/view/4346","https://scholar.google.com/scholar?cites=1423014209850681300&as_sdt=2005&sciodt=0,5&hl=en",370,"2020-01-11 17:36:20","","","","",,,,,1,0.50,0,5,2
14,"RE Abbott, SC Hadden","Product Specification for a Nonintrusive Appliance Load Monitoring System",1990,"EPRI Report# NI-101","","","https://scholar.google.com/scholar?cites=2667568567017738763&as_sdt=2005&sciodt=0,5&hl=en",76,"2020-01-11 17:36:20","CITATION","","","",,,,,14,0.47,7,2,30
7,"T Guzel, E Ustunel","Principal components null space analysis based non-intrusive load monitoring",2015,"2015 IEEE Electrical Power and Energy …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7379987/","https://scholar.google.com/scholar?cites=9545957129446121754&as_sdt=2005&sciodt=0,5&hl=en",131,"2020-01-11 17:36:20","","","","",,,,,7,1.40,4,2,5
88,"HH Chang, KL Lian, YC Su, ...","Power-spectrum-based wavelet transform for nonintrusive demand monitoring and load identification",2013,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6607153/","https://scholar.google.com/scholar?cites=17670202363307844593&as_sdt=2005&sciodt=0,5&hl=en",32,"2020-01-11 17:36:20","","","","",,,,,88,12.57,22,4,7
5,"HK Min, T An, S Lee, SR Lee, ...","Power signal recognition with high order moment features for non-intrusive load monitoring",2014,"The Journal of Korean …","koreascience.or.kr","http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=GCSHCI_2014_v39Cn7_608","https://scholar.google.com/scholar?cites=10015655228197773603&as_sdt=2005&sciodt=0,5&hl=en",151,"2020-01-11 17:36:20","","","","",,,,,5,0.83,1,5,6
0,"V Balakrishnan","Power Capture (PowCap) Board for Non Intrusive Load Monitoring and Power Line Communication Exploration and Development",2013,"","search.proquest.com","http://search.proquest.com/openview/baba2ce86cca6f0e199ec0fc97e033da/1?pq-origsite=gscholar&cbl=18750&diss=y","",471,"2020-01-11 17:36:20","BOOK","","","",,,,,0,0.00,0,1,7
0,"S Henriet, U Simsekli, G Richard, B Fuentes","Poster: Synthetic Dataset Generation for Non-Intrusive Load Monitoring in Commercial Buildings",2017,"","perso.telecom-paristech.fr","https://perso.telecom-paristech.fr/simsekli/resources/buildsys2017.pdf","",355,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,4,3
1,"K He, D Jakovetic, V Stankovic, ...","Post-processing for event-based non-intrusive load monitoring",2018,"… on Non-Intrusive Load …","strathprints.strath.ac.uk","https://strathprints.strath.ac.uk/id/eprint/63678","https://scholar.google.com/scholar?cites=13453050773400919819&as_sdt=2005&sciodt=0,5&hl=en",249,"2020-01-11 17:36:20","","","","",,,,,1,0.50,0,4,2
5,"D Lee","Phase noise as power characteristic of individual appliance for non-intrusive load monitoring",2018,"Electronics Letters","IET","https://digital-library.theiet.org/content/journals/10.1049/el.2018.5331","https://scholar.google.com/scholar?cites=6251205330734952269&as_sdt=2005&sciodt=0,5&hl=en",259,"2020-01-11 17:36:20","","","","",,,,,5,2.50,5,1,2
6,"R Klinnert, N Ramakrishnan, M Dambier, ...","Personal emergency response system by nonintrusive load monitoring",2014,"US Patent App. 14 …","Google Patents","https://patents.google.com/patent/US20140172758A1/en","https://scholar.google.com/scholar?cites=16086993826692622149&as_sdt=2005&sciodt=0,5&hl=en",51,"2020-01-11 17:36:20","","","","",,,,,6,1.00,2,4,6
18,"L Pereira, N Nunes","Performance evaluation in non‐intrusive load monitoring: Datasets, metrics, and tools—A review",2018,"Wiley Interdisciplinary Reviews: Data …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/widm.1265","https://scholar.google.com/scholar?cites=15644653694526364474&as_sdt=2005&sciodt=0,5&hl=en",147,"2020-01-11 17:36:20","","","","",,,,,18,9.00,9,2,2
2,"K Khalid, A Mohamed, R Mohamed, ...","Performance Comparison of Artificial Intelligence Techniques for Non-intrusive Electrical Load Monitoring",2018,"Bulletin of Electrical …","beei.org","http://www.beei.org/index.php/EEI/article/view/1190","https://scholar.google.com/scholar?cites=2758390693109210928&as_sdt=2005&sciodt=0,5&hl=en",262,"2020-01-11 17:36:20","","","","",,,,,2,1.00,1,4,2
7,"R Karthikeyan, AK Parvathy","Peak load reduction in micro smart grid using non-intrusive load monitoring and hierarchical load scheduling",2015,"2015 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7873609/","https://scholar.google.com/scholar?cites=1255376248525640333&as_sdt=2005&sciodt=0,5&hl=en",118,"2020-01-11 17:36:20","","","","",,,,,7,1.40,4,2,5
72,"HH Chang, LS Lin, N Chen, ...","Particle-swarm-optimization-based nonintrusive demand monitoring and load identification in smart meters",2013,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6504752/","https://scholar.google.com/scholar?cites=7894035270505645781&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-01-11 17:36:20","","","","",,,,,72,10.29,18,4,7
0,"G LIKOUREZOS","PROLOG TO NONINTRUSIVE APPLIANCE LOAD MONITORING",1992,"","… ENGINEERS INC 345 E 47TH ST …","","",121,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,28
5,"JA Hoyo-Montaño, CA Pereyda-Pierre, ...","Overview of non-intrusive load monitoring: A way to energy wise consumption",2016,"… on Power Electronics …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7530760/","https://scholar.google.com/scholar?cites=2192215878086443899&as_sdt=2005&sciodt=0,5&hl=en",154,"2020-01-11 17:36:20","","","","",,,,,5,1.25,2,3,4
16,"EJ Aladesanmi, KA Folly","Overview of non-intrusive load monitoring and identification techniques",2015,"IFAC-PapersOnLine","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405896315030566","https://scholar.google.com/scholar?cites=6074194047821765546&as_sdt=2005&sciodt=0,5&hl=en",71,"2020-01-11 17:36:20","","","","",,,,,16,3.20,8,2,5
1,"L De Baets, J Ruyssinck, C Develder, ...","Optimized statistical test for event detection in non-intrusive load monitoring",2017,"… on Environment and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7977497/","https://scholar.google.com/scholar?cites=10487202816209479618&as_sdt=2005&sciodt=0,5&hl=en",256,"2020-01-11 17:36:20","","","","",,,,,1,0.33,0,4,3
0,"FM Wittmann","Optimization applied to residential non-intrusive load monitoring= Otimização aplicada ao monitoramento não intrusivo de cargas elétricas residenciais",2017,"","repositorio.unicamp.br","http://repositorio.unicamp.br/handle/REPOSIP/330610","",466,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,3
4,"A Gonzalez-Pardo, J Del Ser, D Camacho","On the applicability of ant colony optimization to non-intrusive load monitoring in smart grids",2015,"Conference of the Spanish …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-24598-0_28","https://scholar.google.com/scholar?cites=15137277892928278282&as_sdt=2005&sciodt=0,5&hl=en",231,"2020-01-11 17:36:20","","","","",,,,,4,0.80,1,3,5
1,"S Lynch, L Longo","On the Relationship between Sampling Rate and Hidden Markov Models Accuracy in Non-Intrusive Load Monitoring.",2017,"AICS","researchgate.net","https://www.researchgate.net/profile/Steven_Lynch4/publication/321871624_On_the_relationship_between_sampling_rate_and_Hidden_Markov_Models_Accuracy_in_Non-Intrusive_Load_Monitoring/links/5a36fd80aca27247ede1c626/On-the-relationship-between-sampling-rate-and-Hidden-Markov-Models-Accuracy-in-Non-Intrusive-Load-Monitoring.pdf","https://scholar.google.com/scholar?cites=11677448642595195985&as_sdt=2005&sciodt=0,5&hl=en",277,"2020-01-11 17:36:20","PDF","","","",,,,,1,0.33,1,2,3
0,"C Klemenjak","On performance evaluation and machine learning approaches in non-intrusive load monitoring",2018,"Energy Informatics","energyinformatics.springeropen.com","https://energyinformatics.springeropen.com/articles/10.1186/s42162-018-0051-1","",351,"2020-01-11 17:36:20","HTML","","","",,,,,0,0.00,0,1,2
14,"O Kramer, O Wilken, P Beenken, A Hein, ...","On ensemble classifiers for nonintrusive appliance load monitoring",2012,"… Conference on Hybrid …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-28942-2_29","https://scholar.google.com/scholar?cites=9166484196053357161&as_sdt=2005&sciodt=0,5&hl=en",38,"2020-01-11 17:36:20","","","","",,,,,14,1.75,3,5,8
96,"B Zhao, L Stankovic, V Stankovic","On a training-less solution for non-intrusive appliance load monitoring using graph signal processing",2016,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7457610/","https://scholar.google.com/scholar?cites=11812136797798674112&as_sdt=2005&sciodt=0,5&hl=en",75,"2020-01-11 17:36:20","","","","",,,,,96,24.00,32,3,4
0,"C Klemenjak, A Faustine, S Makonin, ...","On Metrics to Assess the Transferability of Machine Learning Models in Non-Intrusive Load Monitoring",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1912.06200","",428,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
0,"TD Hunt, D Rajendran, M Nikora, ...","Off-the-shelf Non-Intrusive Load Monitoring Devices Utilised in a Low Activity Detection Service",2016,"Ariadna; cultura …","researcharchive.wintec.ac.nz","http://researcharchive.wintec.ac.nz/4430/","",472,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,4
0,"S Biansoongnern, B Plangklang","OLM software data set for Nonintrusive Load Monitoring (NILM)",2017,"Journal of Thai Interdisciplinary …","tci-thaijo.org","https://www.tci-thaijo.org/index.php/jtir/article/view/70840","",83,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,2,3
1,"DRV Duarte","O papel dos sistemas de Non-Intrusive Load Monitoring para a eficiência energética do setor residencial",2014,"","recipp.ipp.pt","http://recipp.ipp.pt/handle/10400.22/5680","https://scholar.google.com/scholar?cites=11920777627071815598&as_sdt=2005&sciodt=0,5&hl=en",465,"2020-01-11 17:36:20","","","","",,,,,1,0.17,1,1,6
1,"S Giri, PH Lai, M Bergés","Novel techniques for the detection of on and off states of appliances for power estimation in non-intrusive load monitoring",2013,"ISARC. Proceedings of the …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/98ed/0656d280beed062160aca6ff016e86744fd5.pdf","https://scholar.google.com/scholar?cites=8588673549390588186&as_sdt=2005&sciodt=0,5&hl=en",284,"2020-01-11 17:36:20","PDF","","","",,,,,1,0.14,0,3,7
4,"S Giri, P Lai, M Berges","Novel techniques for ON and OFF states detection of appliances for power estimation in non-intrusive load monitoring",2013,"Proceedings of the 30th International Symposium on …","","","https://scholar.google.com/scholar?cites=33282457747350774&as_sdt=2005&sciodt=0,5&hl=en",298,"2020-01-11 17:36:20","CITATION","","","",,,,,4,0.57,1,3,7
